LeviMikiPi.Levi.1,海鸥小子对你真的很重要吧,
LeviMikiPi.Typing.2.1,嗯,
LeviMikiPi.Typing.2.2,很重要,
LeviMikiPi.Typing.2.3,没有你重要,
LeviMikiPi.Levi.5,知道了,
LeviMikiPi.Levi.6,这个社团很危险,
LeviMikiPi.Levi.7,绝对，绝对不要和 TT 扯到一起,
LeviMikiPi.Levi.8,如果他们要求你这么做,
LeviMikiPi.Levi.9,你就马上逃跑,
LeviMikiPi.Levi.10,你答应我,
LeviMikiPi.Levi.11,然后我给你 NOR 链接,
LeviMikiPi.Typing.12.1,好，我答应你,
LeviMikiPi.Typing.12.2,我不能答应你,
LeviMikiPi.Levi.14,你知道即使不答应我,
LeviMikiPi.Levi.15,我也会给你对吧？,
LeviMikiPi.Levi.16,我抵抗不了,
LeviMikiPi.Levi.17,还是说你只是想试试我的反应？,
LeviMikiPi.Levi.18,如果是这样的话,
LeviMikiPi.Levi.19,你有够无聊的,
LeviMikiPi.Levi.20,拿去吧,
LeviMikiPi.Levi.21,B5V1zW421w7wa50261a07a1b3dfa33dbbb27e3e6b0384,
LeviMikiPi.Levi.22,你应该还会回来吧？,
LeviMikiPi.Levi.23,别死、别被抓,
LeviMikiPi.Levi.24,也不要出轨,
LeviMikiPi.Levi.25,我等你回来,
LeviMikiPi.Typing.26,拿到了,
LeviMikiPi.Typing.27,B5V1zW421w7wa50261a07a1b3dfa33dbbb27e3e6b0384,
LeviMikiPi.Pi.28,好,
LeviMikiPi.Pi.29,终于到决战时刻了,
LeviMikiPi.Pi.30,最后的任务,
LeviMikiPi.Pi.31,拯救海鸥小子和神之域超门的同伴,
LeviMikiPi.Pi.32,顺带夺回我的身体,
LeviMikiPi.Pi.33,出击！,
